ano,país,valor_fob_usd
2023,Território Britânico do Oceano Índico,5748
2023,Timor Leste,12624
2023,Togo,46204482
2023,Toquelau,1393898
2023,Trinidad e Tobago,349325401
2023,Tunísia,62997858
2023,"Turcas e Caicos, Ilhas",7377
2023,Turcomenistão,13151783
2023,Turquia,1132392091
2023,Tuvalu,186
2023,Ucrânia,21343389
2023,Uganda,123986
2023,Uruguai,2140160226
2023,Uzbequistão,369263616
2023,Venezuela,412736502
2023,Vietnã,3007564229
2023,"Virgens, Ilhas (Americanas)",34798
2023,"Virgens, Ilhas (Britânicas)",2526604
2023,Zimbábue,439452
2023,Zâmbia,1376305
2023,África do Sul,577115632
2023,Áustria,1307596745
2023,Índia,6873149275
2024,Afeganistão,1018765
2024,"Aland, Ilhas",488452
2024,Albânia,5769544
2024,Alemanha,13783197105
2024,Andorra,69506
2024,Angola,1077989643
2024,Anguilla,174470
2024,Antártica,14
2024,Antígua e Barbuda,6696
2024,Argentina,13577045088
2024,Argélia,1399928883
2024,Armênia,928494
2024,Aruba,14108
2024,Arábia Saudita,3052866673
2024,Austrália,1400343554
2024,Azerbaijão,23127866
2024,Bahamas,18899859
2024,Bancos Centrais,47244
2024,Bangladesh,242401421
2024,Barbados,367298
2024,Barein,200058996
2024,Belarus,47127363
2024,Belize,188398
2024,Benin,250543
2024,Bermudas,833582
2024,Bolívia,1455307047
2024,"Bonaire, Saint Eustatius e Saba",7173
2024,Botsuana,196621
2024,"Bouvet, Ilha",1888
2024,Brasil,546295880
2024,Brunei,86259759
2024,Bulgária,95025674
2024,Burkina Faso,113332
2024,Burundi,12085
2024,Butão,721948
2024,Bélgica,1825965558
2024,Bósnia-Herzegovina,10638565
2024,Cabo Verde,76604
2024,Camarões,8485062
2024,Camboja,98856853
2024,Canadá,2783733918
2024,Catar,737394591
2024,"Cayman, Ilhas",168608
2024,Cazaquistão,89820288
2024,Chade,11489
2024,Chile,4952523252
2024,China,63636345571
2024,Chipre,2282421
2024,"Christmas (Navidad), Ilha",48929
2024,"Cocos (Keeling), Ilhas",362246
2024,Colômbia,2117241808
2024,Comores,94596
2024,Congo,95043415
2024,"Congo, República Democrática",67611104
2024,"Cook, Ilhas",4232
2024,Coreia do Norte,43998
2024,Coreia do Sul,5157207904
2024,Costa Rica,139047299
2024,Costa do Marfim,286317788
2024,Coveite (Kuweit),580342007
2024,Croácia,28316464
2024,Cuba,2854765
2024,Curaçao,571164
2024,Dinamarca,1679129443
2024,Dominica,12946
2024,Egito,940542666
2024,El Salvador,6560991
2024,Emirados Árabes Unidos,898665853
2024,Equador,118277086
2024,Eritreia,159021
2024,Eslováquia,446111359
2024,Eslovênia,199703100
2024,Espanha,3976984845
2024,Estados Unidos,40652417455
2024,Estônia,56838469
2024,Etiópia,698199
2024,Falkland (Malvinas),1527
2024,Fiji,5431
2024,Filipinas,313910425
2024,Finlândia,673330586
2024,França,6189845834
2024,Gabão,708856897
2024,Gana,425922517
2024,Geórgia,2690562
2024,"Geórgia do Sul e Sandwich do Sul, Ilhas",4832
2024,Gibraltar,167916
2024,Granada,257
2024,Groenlândia,1943
2024,Grécia,114183457
2024,Guadalupe,8917
2024,Guatemala,73180538
2024,Guernsey,58744
2024,Guiana,864016153
2024,Guiana Francesa,740
2024,Guiné,6951
2024,Guiné Equatorial,39300676
2024,Guiné-Bissau,54972
2024,Gâmbia,78620
2024,Haiti,1440778
2024,Honduras,23941933
2024,Hong Kong,1009213890
2024,Hungria,587911634
2024,Ilha de Man,39842
2024,Indonésia,1872041995
2024,Iraque,229356
2024,Irlanda,1276423575
2024,Irã,9710479
2024,Islândia,13122419
2024,Israel,1150757542
2024,Itália,6388253879
2024,Iêmen,41697
2024,Jamaica,56295
2024,Japão,5431009472
2024,Jersey,89128505
2024,Jordânia,110367001
2024,Kiribati,8622
2024,Laos,12782261
2024,Lesoto,3654
2024,Letônia,33706775
2024,Libéria,232406
2024,Liechtenstein,8522233
2024,Lituânia,90300678
2024,Luxemburgo,55514206
2024,Líbano,10085545
2024,Líbia,745
2024,Macau,1274940
2024,Macedônia,27376317
2024,Madagascar,6148396
2024,Malavi,10783134
2024,Maldivas,127192
2024,Mali,429070
2024,Malta,171313848
2024,Malásia,1555678263
2024,"Marianas do Norte, Ilhas",99
2024,Marrocos,1387755030
2024,"Marshall, Ilhas",418488
2024,Mauritânia,179229
2024,Maurício,2170998
2024,Mianmar,10977528
2024,Micronésia,2724
2024,Moldávia,5232930
2024,Mongólia,1478689
2024,Montenegro,43298
2024,Montserrat,4950
2024,Moçambique,2685858
2024,México,5767276053
2024,Mônaco,5393315
2024,Namíbia,1371395
2024,Nauru,2752716
2024,Nepal,432031
2024,Nicarágua,5400480
2024,Nigéria,1113226128
2024,Niue,22068
2024,"Norfolk, Ilha",147795
2024,Noruega,935494647
2024,Nova Caledônia,67149
2024,Nova Zelândia,79255760
2024,Níger,13960
2024,Omã,800502831
2024,Organizações Internacionais,4766
2024,"Pacífico, Ilhas do (EUA)",7296
2024,Palau,1290
2024,Palestina,304732
2024,Panamá,14846880
2024,Papua Nova Guiné,89221
2024,Paquistão,148178243
2024,Paraguai,3480118367
2024,Países Baixos (Holanda),2306338810
2024,Peru,1435056882
2024,Pitcairn,763
2024,Polinésia Francesa,86807
2024,Polônia,1028841170
2024,Porto Rico,745505247
2024,Portugal,1265389125
2024,Quirguistão,128896
2024,Quênia,1237394
2024,Reino Unido,3145762092
2024,República Centro-Africana,58027
2024,República Dominicana,34306508
2024,Reunião,52558
2024,Romênia,407755782
2024,Ruanda,165104
2024,Rússia,10965470014
2024,Saara Ocidental,180
2024,"Salomão, Ilhas",1727
2024,Samoa,754220
2024,Samoa Americana,1256612
2024,San Marino,12985433
2024,Santa Helena,183
2024,Santa Lúcia,148
2024,Seicheles,206628
2024,Senegal,64144066
2024,Serra Leoa,224602
2024,Singapura,807074237
2024,Somália,10408
2024,Sri Lanka,82577272
2024,Suazilândia,170673
2024,Sudão,300321
2024,Sudão do Sul,784
2024,Suriname,1709263
2024,Suécia,2317502330
2024,Suíça,3094255156
2024,Svalbard e Jan Mayen,6053
2024,São Bartolomeu,18
2024,São Cristóvão e Névis,155952
2024,São Tomé e Príncipe,138
2024,São Vicente e Granadinas,147
2024,Sérvia,44817799
2024,Síria,419149
2024,Tadjiquistão,2040674
2024,Tailândia,2439382164
2024,Taiwan (Formosa),2660961304
2024,Tanzânia,2212579
2024,"Tcheca, República",760166732
2024,Terras Austrais Francesas,2265
2024,Território Britânico do Oceano Índico,100677
2024,Timor Leste,982
2024,Togo,1284
2024,Tonga,378
2024,Toquelau,1124237
2024,Trinidad e Tobago,388344105
2024,Tunísia,72241979
2024,"Turcas e Caicos, Ilhas",5576
2024,Turcomenistão,47783590
2024,Turquia,1290728610
2024,Tuvalu,6048
2024,Ucrânia,55685461
2024,Uganda,12630
2024,Uruguai,2257267239
2024,Uzbequistão,403365234
2024,Vaticano,3001
2024,Venezuela,422201986
2024,Vietnã,3642304778
2024,"Virgens, Ilhas (Britânicas)",1484085
2024,Zimbábue,4160384
2024,Zâmbia,1351117
2024,África do Sul,657350239
2024,Áustria,1410596567
2024,Índia,6849930671
